sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
S118479323,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Flash Wallet & Stand - MagSafe Compatible,"Usage Tips
1. Easy swipe an NFC-enabled card:
Use only one NFC-enabled card in the wallet to avoid unintended transactions with the wrong card. 
2. Simple slide out the cards: 
Get your card in and out of the open ID window on the back through a thumb slide.
3. Adjustable angle up to 180 degrees max

Compatibility: Supports iPhone  14/14 Plus/14 Pro Max, iPhone 13/13 Pro/13 Pro Max and iPhone 12/12 Pro/12 Pro Max and MagSafe compatible cases

Limited Color Edition: Wanderlust Blue only 22 left in stock!",,,1,,"Catalog, Search",34.99,,,,Flash Wallet & Stand - MagSafe Compatible,Flash Wallet & Stand - MagSafe Compatible,Flash Wallet & Stand,"Usage Tips
1. Easy swipe an NFC-enabled card:
Use only one NFC-enabled card in the wallet to avoid unintended transactions with the wrong card. 
2. Simple slide out the cards: 
Get your card in and out of the open ID window on the back through a thum",09/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479324,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Snap Phone Grip & Stand - MagSafe Compatible,"Universal to all phones with the Magnetic Ring.
And MagSafe Compatible with iPhone 14/13/12 series. 
#NOTE: For S Pen users,  please note that the magnets in the stand may affect pen interactions. 
New color -- Cool Gray!",,,1,,"Catalog, Search",29.99,,,,Snap Phone Grip & Stand - MagSafe Compatible,Snap Phone Grip & Stand - MagSafe Compatible,Snap Phone Grip & Stand,"Universal to all phones with the Magnetic Ring.
And MagSafe Compatible with iPhone 14/13/12 series. 
#NOTE: For S Pen users,  please note that the magnets in the stand may affect pen interactions. 
New color -- Cool Gray!",10/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479325,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Adhesive Phone Stand & Wallet,"COMPATIBILITY
Work with:

Phones 4.7"" or larger with plastic/metal/crystal back. 
Please make sure there's no obtrusion/lends/sensor/grill in the area.
Dimensions of the Stand & Wallet:  3.6*2.5*0.18 in
Doesn't work with:

Phones with a curved back or textured matte glass back like iPhone 11 Pro/11 Pro Max/12 Pro/12 Pro Max/13 Pro/13 Pro Max. (We recommend the magnetic Snap-on version for iPhone 12/13/14 series.)
Silicone phone cases, leather cases, or cases with uneven texture.  
While its adhesive sticks to a bare phone, we recommend attaching it to a case with a smooth, flat back. ",,,1,,"Catalog, Search",19.99,,,,Adhesive Phone Stand & Wallet,Adhesive Phone Stand & Wallet,Adhesive Phone Stand & Wallet,"COMPATIBILITY
Work with:

Phones 4.7"" or larger with plastic/metal/crystal back. 
Please make sure there's no obtrusion/lends/sensor/grill in the area.
Dimensions of the Stand & Wallet:  3.6*2.5*0.18 in
Doesn't work with:

Phones with a curved back o",11/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479326,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Snap Stand Power Set (MagSafe Compatible),"What's Included: Battery Pack • Stand & Wallet • USB-C cable
Note: the Snap Case sold separately.

Compatibility: iPhone 12/13/14 series and MagSafe compatible cases",,,1,,"Catalog, Search",79.98,,,,Snap Stand Power Set (MagSafe Compatible),Snap Stand Power Set (MagSafe Compatible),Snap Stand Power Set,"What's Included: Battery Pack • Stand & Wallet • USB-C cable
Note: the Snap Case sold separately.

Compatibility: iPhone 12/13/14 series and MagSafe compatible cases",12/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479327,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,"Case, Stand & Wallet Snap Set - MagSafe Compatible","Dimensions of the Snap-on Stand & Wallet:3.8*2.5*0.24 in/95.5*65.5*6 mm
Weight of the Snap-on Stand & Wallet:1.5 oz/43 g
Materials of the stand: Vegan Leather, Fiberglass, Metal Sheets

Dimensions and weight of the Snap Case:
iPhone 14- 5.9x3.0x0.5 in/150.4x74.6x13.3 mm, 1.3 oz/38.4 g
iPhone 14 Plus- 6.4x3.2x0.5 in/164.5x83x13.4 mm, 1.4 oz/41.1 g
iPhone 14 Pro- 5.9x3x0.5 in/151.2x76.4x14.2 mm, 1.2 oz/36.2 g
iPhone 14 Pro Max- 6.4x3.2x0.5 in/164.4x82.5x14.2 mm, 1.4 oz/40.2 g
iPhone 13 Pro- 5.9x3x0.3 in/150x75x7mm, 1.5 oz/42g
iPhone 13 Pro max- 6.5x3.2x0.3 in/165x82x8mm, 1.7 oz/47.5g
Material of the cases:Special Advanced Compressed PC, Bayor Flexible Thermoplastic Polyurethane (TPU)",,,1,,"Catalog, Search",69.99,,,,"Case, Stand & Wallet Snap Set - MagSafe Compatible","Case, Stand & Wallet Snap Set - MagSafe Compatible","Case, Stand & Wallet Snap Set - MagSafe Compatible","Dimensions of the Snap-on Stand & Wallet:3.8*2.5*0.24 in/95.5*65.5*6 mm
Weight of the Snap-on Stand & Wallet:1.5 oz/43 g
Materials of the stand: Vegan Leather, Fiberglass, Metal Sheets

Dimensions and weight of the Snap Case:
iPhone 14- 5.9x3.0x0.5 i",13/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479328,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Snap-on Phone Stand & Wallet - MagSafe Compatible,"COMPATIBILITY

iPhone 12/13/14 series (iPhone 12/13/14, iPhone 14 Plus, iPhone 12/13/14 Pro, iPhone 12/13/14 Pro Max) and MagSafe compatible phone cases.
For non-MagSafe phone users, feel free to check out our Adhesive Phone Stand & Wallet.
Note: the Snap Case doesn't work with the magnetic wall stickers.",,,1,,"Catalog, Search",29.99,,,,Snap-on Phone Stand & Wallet - MagSafe Compatible,Snap-on Phone Stand & Wallet - MagSafe Compatible,Snap-on Phone Stand & Wallet - MagSafe Compatible,"COMPATIBILITY

iPhone 12/13/14 series (iPhone 12/13/14, iPhone 14 Plus, iPhone 12/13/14 Pro, iPhone 12/13/14 Pro Max) and MagSafe compatible phone cases.
For non-MagSafe phone users, feel free to check out our Adhesive Phone Stand & Wallet.
Note: the",14/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479329,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Sling Case,"Invisible lanyard connector
2x stronger MagSafe strength
22 lbs pull force tested
Full body length up to 59""
Faux leather case & recyclable lanyard
NOTE: MOFT Snap-on Stand & Wallet sold separately
Click here for the Snap Case for iPhone 14, iPhone 14 Plus, iPhone 13 Pro Max, iPhone 13 Pro, and iPhone 12 Pro Max models.",,,1,,"Catalog, Search",69.99,,,,Sling Case,Sling Case,Sling Case,"Invisible lanyard connector
2x stronger MagSafe strength
22 lbs pull force tested
Full body length up to 59""
Faux leather case & recyclable lanyard
NOTE: MOFT Snap-on Stand & Wallet sold separately
Click here for the Snap Case for iPhone 14, iPhone 1",15/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479330,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Snap Case - MagSafe-Enhanced,"Dimensions:iPhone14- 5.9x3.0x0.5 in/150.4x74.6x13.3 mm, 1.3 oz/38.4 g
iPhone14 Plus- 6.4x3.2x0.5 in/164.5x83x13.4 mm, 1.4 oz/41.1 g
iPhone14 Pro- 5.9x3x0.5 in/151.2x76.4x14.2 mm, 1.2 oz/36.2 g
iPhone14 Pro Max- 6.4x3.2x0.5 in/164.4x82.5x14.2 mm, 1.4 oz/40.2 g
iPhone13- 5.9x3x0.3 in/150x75x7mm, 1.5 oz/43.5g
iPhone13 Pro- 5.9x3x0.3 in/150x75x7mm, 1.5 oz/42g
iPhone13 Pro max- 6.5x3.2x0.3 in/165x82x8mm, 1.7 oz/47.5g
iPhone12/12 Pro- 5.9x2.9x0.3 in/150x74.6x7mm, 1.4 oz/39.5g
iPhone12 Pro max- 6.5x3.2x0.3 in/165x82x8mm, 1.7 oz/47.5g
Material:Special Advanced Compressed PC, Bayor Flexible Thermoplastic Polyurethane (TPU)",,,1,,"Catalog, Search",39.99,,,,Snap Case - MagSafe-Enhanced,Snap Case - MagSafe-Enhanced,Snap Case - MagSafe-Enhanced,"Dimensions:iPhone14- 5.9x3.0x0.5 in/150.4x74.6x13.3 mm, 1.3 oz/38.4 g
iPhone14 Plus- 6.4x3.2x0.5 in/164.5x83x13.4 mm, 1.4 oz/41.1 g
iPhone14 Pro- 5.9x3x0.5 in/151.2x76.4x14.2 mm, 1.2 oz/36.2 g
iPhone14 Pro Max- 6.4x3.2x0.5 in/164.4x82.5x14.2 mm, 1.4 ",16/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479331,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Plyo For Magsafe Iphone 14 Case,"Deciding between protection or looks is a thing of the past. Our translucent Plyo Series combines advanced military tested drop protection with a minimalist aesthetic creating beautiful everyday armor and security for your phone. Complete with a built-in magnet for fast MagSafe charging compatibility so that you can stay on the go.

Featherlight construction & impact resistant soft core
Built-in magnet module for seamless compatibility with MagSafe charging. Apple Pay compatible
Airsoft corners, screen surround & scratch resistant skid pads
16 ft. Drop Protection (4.8 meters)",,,1,,"Catalog, Search",49.95,,,,Plyo For Magsafe Iphone 14 Case,Plyo For Magsafe Iphone 14 Case,Plyo For Magsafe Iphone 14 Case,Deciding between protection or looks is a thing of the past. Our translucent Plyo Series combines advanced military tested drop protection with a minimalist aesthetic creating beautiful everyday armor and security for your phone. Complete with a buil,17/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479332,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Biodegradable Outback Series Iphone 14 Case,"With the initial release of our Outback series, we put tough, responsible protection at the forefront with 100% biodegradable and compostable cases. True to our UAG values, we are constantly improving and innovating—challenging ourselves to provide the best protection for your devices, pushing us to evolve our second generation of Outback Bio series with updated material and an enhanced design. You can still count on a great-in-hand feel, an ergonomic fit, and of course, staying true to our mission to inspire and influence change towards a more sustainable future.

100% biodegradable and compostable with 100% recyclable packaging with soy-based inks, minimal use of non-toxic adhesives & zero plastic
Great-in hand feel, with an ergonomic fit
Raised camera bevel, interior hollow honeycomb structure for improved shock absorption, sculpted corners for reinforced drop protection
12 ft. Drop Protection (3.6 meters)",,,1,,"Catalog, Search",39.95,,,,Biodegradable Outback Series Iphone 14 Case,Biodegradable Outback Series Iphone 14 Case,Biodegradable Outback Series Iphone 14 Case,"With the initial release of our Outback series, we put tough, responsible protection at the forefront with 100% biodegradable and compostable cases. True to our UAG values, we are constantly improving and innovating—challenging ourselves to provide t",18/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479333,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Civilian Series Iphone 14 Pro Max Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. Our patent-pending, lab-tested design is created by layering two shock-absorbing materials with a dynamic hexagon pattern. Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection.

Engineered with our HyperCush™ technology
Traction grip. Oversized tactile buttons
Integrated lanyard anchor (lanyard not included)
20 ft. Drop Protection (6 meters)﻿﻿",,,1,,"Catalog, Search",49.95,,,,Civilian Series Iphone 14 Pro Max Case,Civilian Series Iphone 14 Pro Max Case,Civilian Series Iphone 14 Pro Max Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. O",19/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479334,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Civilian Series Iphone 14 Pro Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. Our patent-pending, lab-tested design is created by layering two shock-absorbing materials with a dynamic hexagon pattern. Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection.

Engineered with our HyperCush™ technology
Traction grip. Oversized tactile buttons
Integrated lanyard anchor (lanyard not included)
20 ft. Drop Protection (6 meters)﻿﻿",,,1,,"Catalog, Search",49.95,,,,Civilian Series Iphone 14 Pro Case,Civilian Series Iphone 14 Pro Case,Civilian Series Iphone 14 Pro Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. O",20/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479335,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Civilian Series Iphone 14 Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. Our patent-pending, lab-tested design is created by layering two shock-absorbing materials with a dynamic hexagon pattern. Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection.

Engineered with our HyperCush™ technology
Traction grip
Oversized tactile buttons
20 ft. Drop Protection (6 meters)﻿﻿",,,1,,"Catalog, Search",49.95,,,,Civilian Series Iphone 14 Case,Civilian Series Iphone 14 Case,Civilian Series Iphone 14 Case,"Civilian Series protective cases are engineered with our HyperCush™ technology to dampen and disperse the energy created when a mobile device collides with another surface. Simply put, it cushions your precious phone when it slips out of your grip. O",21/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479336,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Metropolis Lt For Magsafe Iphone 14 Pro Case,"The Metropolis Lite series, now with an updated design, is built to provide real-world protection for your device. Crafted with a strong TPU frame and impact-absorbing inner bumper. Sculpted corners for reinforced drop protection. Strong built-in magnet module for MagSafe charging compatibility. Complete with a seamless premium industry-leading Kevlar® material inlay. Functionality and protection in perfect harmony.

Lightweight, premium Kevlar® material provides industry-leading protection
Soft impact-resistant core, slim profile. Integrated lanyard anchor (lanyard not included)
Built-in magnet module for seamless compatibility with MagSafe charging. Apple Pay compatible
16 ft. Drop Protection (4.8 meters)",,,1,,"Catalog, Search",59.95,,,,Metropolis Lt For Magsafe Iphone 14 Pro Case,Metropolis Lt For Magsafe Iphone 14 Pro Case,Metropolis Lt For Magsafe Iphone 14 Pro Case,"The Metropolis Lite series, now with an updated design, is built to provide real-world protection for your device. Crafted with a strong TPU frame and impact-absorbing inner bumper. Sculpted corners for reinforced drop protection. Strong built-in mag",22/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479337,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Scout Series Galaxy A04S (Europe & Asia Model) Case,"Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratch resistant skid pad corners for added shock protection. Textured bumpers provide a non-slip grip and better handling on the go. Raised screen surround to protect your phone's glass screen from cracks and a raised camera bezel to protect your camera lens from surface scratches. Tackle every day with ease knowing your device is seriously protected.

Antimicrobial non-slip TPU
Scratch resistant skid pads
Integrated lanyard anchor points (lanyard not included)
Meets military drop-test standards (MIL STD 810G 516.6)",,,1,,"Catalog, Search",29.95,,,,Scout Series Galaxy A04S (Europe & Asia Model) Case,Scout Series Galaxy A04S (Europe & Asia Model) Case,Scout Series Galaxy A04S Case,Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratc,23/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479338,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Scout Series Galaxy A04 (Asia Model) Case,"Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratch resistant skid pad corners for added shock protection. Textured bumpers provide a non-slip grip and better handling on the go. Raised screen surround to protect your phone's glass screen from cracks and a raised camera bezel to protect your camera lens from surface scratches. Tackle every day with ease knowing your device is seriously protected.

Antimicrobial non-slip TPU
Scratch resistant skid pads
Integrated lanyard anchor points (lanyard not included)
Meets military drop-test standards (MIL STD 810G 516.6)",,,1,,"Catalog, Search",29.95,,,,Scout Series Galaxy A04 (Asia Model) Case,Scout Series Galaxy A04 (Asia Model) Case,Scout Series Galaxy A04 Case,Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratc,24/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479339,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Scout Series Galaxy A23 5G Case,"Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratch resistant skid pad corners for added shock protection. Textured bumpers provide a non-slip grip and better handling on the go. Raised screen surround to protect your phone's glass screen from cracks and a raised camera bezel to protect your camera lens from surface scratches. Tackle every day with ease knowing your device is seriously protected.

Antimicrobial non-slip TPU
Scratch resistant skid pads
Integrated lanyard anchor points (lanyard not included)
Meets military drop-test standards (MIL STD 810G 516.6)",,,1,,"Catalog, Search",29.95,,,,Scout Series Galaxy A23 5G Case,Scout Series Galaxy A23 5G Case,Scout Series Galaxy A23 5G Case,Inspired by modern wanderers - we give you the Scout series. Featuring a featherlight composite construction of strong TPU with a signature UAG armor shell and impact resistant core that is essential to protect your phone from daily accidents. Scratc,25/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479340,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Civilian Series Galaxy Z Flip4 (2022) Case,"Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection. Engineered with a hollow hexagon structure to dampen and disperse the energy created when a mobile device collides with another surface. This cushions your precious phone when it slips out of your grip. Our patent-pending, lab-tested design is created by layering two shock-absorbing materials. Together with a raised screen surround, a precise fit, and thoughtful spine protection that moves seamlessly in both open and closed positions. Complete coverage in a thin and protective package. 

Traction grip. Oversized tactile buttons. Integrated lanyard anchor (lanyard not included).
Patent Pending device spine protection.
Meets military drop-test standards (MIL STD 810G 516.6)",,,1,,"Catalog, Search",59.95,,,,Civilian Series Galaxy Z Flip4 (2022) Case,Civilian Series Galaxy Z Flip4 (2022) Case,Civilian Series Galaxy Z Flip4 Case,"Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection. Engineered with a hollow hexagon structure to dampen and disperse the energy created when a mobile device collides with another surface. This cushions y",26/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479341,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Scout Series Galaxy A23 4G Case,"Inspired by modern wanderers-we give you the Scout series. Minimalist look with complete coverage. Smooth, lightweight TPU gives your case a sleek look while also being rugged and tough. Tackle every day with ease knowing your device is protected.

Antimicrobial non-slip TPU.
Impact resistant soft core.
Raised screen surround.
Only compatible with Galaxy A23 4G (Model Number: SM-A235).",,,1,,"Catalog, Search",29.95,,,,Scout Series Galaxy A23 4G Case,Scout Series Galaxy A23 4G Case,Scout Series Galaxy A23 4G Case,"Inspired by modern wanderers-we give you the Scout series. Minimalist look with complete coverage. Smooth, lightweight TPU gives your case a sleek look while also being rugged and tough. Tackle every day with ease knowing your device is protected.

A",27/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
S118479342,,Default,simple,"Default Category,Default Category/Cases & Holsters",base,Civilian Series Galaxy Z Fold4 (2022) Case,"Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection. Our case features a hinged, one piece featherlight composite construction with an impact resistant soft core and impact resistant bumpers. Essential to stand up against accidental drops in the real world. Together with a raised screen surround, a precise fit, and thoughtful spine protection that moves seamlessly in both open and closed positions. Complete coverage in a thin and protective package.

Traction grip. Oversized tactile buttons.
Patent Pending device spine protection. Adhesive in place to bond device.
Meets military drop-test standards (MIL STD 810G 516.6)",,,1,,"Catalog, Search",59.95,,,,Civilian Series Galaxy Z Fold4 (2022) Case,Civilian Series Galaxy Z Fold4 (2022) Case,Civilian Series Galaxy Z Fold4 Case,"Civilian is a modern, rugged phone case for the modern wanderer in search of discreet protection. Our case features a hinged, one piece featherlight composite construction with an impact resistant soft core and impact resistant bumpers. Essential to ",28/03/2023 3:34,,,,Block after Info Column,,,,,,,,,,,,,,300,0,1,0,0,1,1,0,,1,1,,1,,,,,1,0,0,1,0,1,,,,,,,,,,,
